PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16137682","The intracellular concentration of sialic acid regulates the polysialylation of the neural cell adhesion molecule","Bork K, Reutter W, Gerardy-Schahn R, Horstkorte R.","FEBS Lett. 2005 Sep 12;579(22):5079-83. doi: 10.1016/j.febslet.2005.08.013.","Bork K","FEBS Lett","2005","2005/09/03","","","10.1016/j.febslet.2005.08.013"
"22943525","Tumour suppressor p16(INK4a) - anoikis-favouring decrease in N/O-glycan/cell surface sialylation by down-regulation of enzymes in sialic acid biosynthesis in tandem in a pancreatic carcinoma model","Amano M, Eriksson H, Manning JC, Detjen KM, André S, Nishimura S, Lehtiö J, Gabius HJ.","FEBS J. 2012 Nov;279(21):4062-80. doi: 10.1111/febs.12001.","Amano M","FEBS J","2012","2012/09/05","","","10.1111/febs.12001"
"20120346","[Eludication of pathomechanism of and development of therapy for autophagic vacuolar myopathies]","Nishino I.","Rinsho Shinkeigaku. 2010 Jan;50(1):1-6. doi: 10.5692/clinicalneurol.50.1.","Nishino I","Rinsho Shinkeigaku","2010","2010/02/03","","","10.5692/clinicalneurol.50.1"
"27142465","New observation of sialuria prompts detection of liver tumor in previously reported patient","Champaigne NL, Leroy JG, Kishnani PS, Decaestecker J, Steenkiste E, Chaubey A, Li J, Verslype C, Van Dorpe J, Pollard L, Goldstein JL, Libbrecht L, Basehore M, Chen N, Hu H, Wood T, Friez MJ, Huizing M, Stevenson RE.","Mol Genet Metab. 2016 Jun;118(2):92-9. doi: 10.1016/j.ymgme.2016.04.004. Epub 2016 Apr 16.","Champaigne NL","Mol Genet Metab","2016","2016/05/05","","","10.1016/j.ymgme.2016.04.004"
"15834044","Phenotypic variability in a Chinese family with rimmed vacuolar distal myopathy","Ro LS, Lee-Chen GJ, Wu YR, Lee M, Hsu PY, Chen CM.","J Neurol Neurosurg Psychiatry. 2005 May;76(5):752-5. doi: 10.1136/jnnp.2004.048876.","Ro LS","J Neurol Neurosurg Psychiatry","2005","2005/04/19","PMC1739643","","10.1136/jnnp.2004.048876"
"21131200","Novel GNE mutations in two phenotypically distinct HIBM2 patients","Weihl CC, Miller SE, Zaidman CM, Pestronk A, Baloh RH, Al-Lozi M.","Neuromuscul Disord. 2011 Feb;21(2):102-5. doi: 10.1016/j.nmd.2010.11.002. Epub 2010 Dec 4.","Weihl CC","Neuromuscul Disord","2011","2010/12/07","PMC3030125","NIHMS252753","10.1016/j.nmd.2010.11.002"
"12913203","GNE mutations causing distal myopathy with rimmed vacuoles with inflammation","Yabe I, Higashi T, Kikuchi S, Sasaki H, Fukazawa T, Yoshida K, Tashiro K.","Neurology. 2003 Aug 12;61(3):384-6. doi: 10.1212/01.wnl.0000061520.63546.8f.","Yabe I","Neurology","2003","2003/08/13","","","10.1212/01.wnl.0000061520.63546.8f"
"20960651","Gene symbol: GNE. Disease: Inclusion body myopathy","Bruno C, Grandis M, Cassandrini D, Bellone E, Mandich P, Gulli R.","Hum Genet. 2008 Jun;123(5):552.","Bruno C","Hum Genet","2008","2010/10/21","","",""
"12473769","GNE mutations in an American family with quadriceps-sparing IBM and lack of mutations in s-IBM","Vasconcelos OM, Raju R, Dalakas MC.","Neurology. 2002 Dec 10;59(11):1776-9. doi: 10.1212/01.wnl.0000039780.13681.ad.","Vasconcelos OM","Neurology","2002","2002/12/11","","","10.1212/01.wnl.0000039780.13681.ad"
"17962939","Muscle sonography in six patients with hereditary inclusion body myopathy","Adler RS, Garolfalo G, Paget S, Kagen L.","Skeletal Radiol. 2008 Jan;37(1):43-8. doi: 10.1007/s00256-007-0367-6. Epub 2007 Oct 26.","Adler RS","Skeletal Radiol","2008","2007/10/27","","","10.1007/s00256-007-0367-6"
"18628673","The key enzyme of sialic acid biosynthesis (GNE) promotes neurite outgrowth of PC12 cells","Kontou M, Weidemann W, Bauer C, Reutter W, Horstkorte R.","Neuroreport. 2008 Aug 6;19(12):1239-42. doi: 10.1097/WNR.0b013e32830b368a.","Kontou M","Neuroreport","2008","2008/07/17","","","10.1097/WNR.0b013e32830b368a"
"21294420","Primary muscle diseases in Thammasat University Hospital: muscle biopsy study of 12 cases","Kintarak J, Sangruchi T, Liewluck T, Kulkantrakorn K, Muengtaweepongsa S.","J Med Assoc Thai. 2010 Dec;93 Suppl 7:S236-40.","Kintarak J","J Med Assoc Thai","2010","2011/02/08","","",""
"15003303","Late-onset autosomal recessive limb-girdle muscular dystrophy with rimmed vacuoles","Nakamura A, Yoshida K, Ikeda S.","Clin Neurol Neurosurg. 2004 Mar;106(2):122-8. doi: 10.1016/j.clineuro.2003.10.010.","Nakamura A","Clin Neurol Neurosurg","2004","2004/03/09","","","10.1016/j.clineuro.2003.10.010"
"18408022","The Aeromonas hydrophila wb*O34 gene cluster: genetics and temperature regulation","Jimenez N, Canals R, Saló MT, Vilches S, Merino S, Tomás JM.","J Bacteriol. 2008 Jun;190(12):4198-209. doi: 10.1128/JB.00153-08. Epub 2008 Apr 11.","Jimenez N","J Bacteriol","2008","2008/04/15","PMC2446748","","10.1128/JB.00153-08"
"17261181","Intravenous immune globulin in hereditary inclusion body myopathy: a pilot study","Sparks S, Rakocevic G, Joe G, Manoli I, Shrader J, Harris-Love M, Sonies B, Ciccone C, Dorward H, Krasnewich D, Huizing M, Dalakas MC, Gahl WA.","BMC Neurol. 2007 Jan 29;7:3. doi: 10.1186/1471-2377-7-3.","Sparks S","BMC Neurol","2007","2007/01/31","PMC1790898","","10.1186/1471-2377-7-3"
"15694140","alpha-Dystroglycan does not play a major pathogenic role in autosomal recessive hereditary inclusion-body myopathy","Broccolini A, Gliubizzi C, Pavoni E, Gidaro T, Morosetti R, Sciandra F, Giardina B, Tonali P, Ricci E, Brancaccio A, Mirabella M.","Neuromuscul Disord. 2005 Feb;15(2):177-84. doi: 10.1016/j.nmd.2004.10.001. Epub 2004 Dec 10.","Broccolini A","Neuromuscul Disord","2005","2005/02/08","","","10.1016/j.nmd.2004.10.001"
"12137952","Cloning and characterization of a human novel gene C9orf19 encoding a conserved putative protein with an SCP-like extracellular protein domain","Eisenberg I, Barash M, Kahan T, Mitrani-Rosenbaum S.","Gene. 2002 Jun 26;293(1-2):141-8. doi: 10.1016/s0378-1119(02)00703-5.","Eisenberg I","Gene","2002","2002/07/26","","","10.1016/s0378-1119(02)00703-5"
"16933598","[Sequence of Escherichia coli O11 O-antigen gene cluster and identification of molecular markers specific to O11]","Wang W, Peng X, Wang Q, Cheng JS, Wang L.","Wei Sheng Wu Xue Bao. 2006 Jun;46(3):341-6.","Wang W","Wei Sheng Wu Xue Bao","2006","2006/08/29","","",""
"32860282","A Case of GNE Myopathy Mimicking Hereditary Motor Neuropathy","Huang YN, Chuang HJ, Hsueh HW, Huang HC, Lee NC, Chao CC, Huang PH, Lee YC, Lin KP, Yang CC, Hsieh ST.","Eur J Neurol. 2020 Aug 28. doi: 10.1111/ene.14489. Online ahead of print.","Huang YN","Eur J Neurol","2020","2020/08/30","","","10.1111/ene.14489"
"17706199","Enhanced sialylation of EPO by overexpression of UDP-GlcNAc 2-epimerase/ManAc kinase containing a sialuria mutation in CHO cells","Bork K, Reutter W, Weidemann W, Horstkorte R.","FEBS Lett. 2007 Sep 4;581(22):4195-8. doi: 10.1016/j.febslet.2007.07.060. Epub 2007 Aug 3.","Bork K","FEBS Lett","2007","2007/08/21","","","10.1016/j.febslet.2007.07.060"
"30155038","Inhibition of the key enzyme of sialic acid biosynthesis by C6-Se modified N-acetylmannosamine analogs","Nieto-Garcia O, Wratil PR, Nguyen LD, Böhrsch V, Hinderlich S, Reutter W, Hackenberger CPR.","Chem Sci. 2016 Jun 1;7(6):3928-3933. doi: 10.1039/c5sc04082e. Epub 2016 Feb 19.","Nieto-Garcia O","Chem Sci","2016","2018/08/30","PMC6013775","","10.1039/c5sc04082e"
"17597614","Prediction of three different isoforms of the human UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase","Reinke SO, Hinderlich S.","FEBS Lett. 2007 Jul 10;581(17):3327-31. doi: 10.1016/j.febslet.2007.06.026. Epub 2007 Jun 21.","Reinke SO","FEBS Lett","2007","2007/06/29","","","10.1016/j.febslet.2007.06.026"
"32761539","Distal myopathy due to TCAP variants in four unrelated Chinese patients","Lv X, Gao F, Dai T, Zhao D, Jiang W, Geng H, Liu F, Lin P, Yan C.","Neurogenetics. 2020 Aug 6. doi: 10.1007/s10048-020-00623-4. Online ahead of print.","Lv X","Neurogenetics","2020","2020/08/08","","","10.1007/s10048-020-00623-4"
"18593008","LGMD 2I due to the common mutation 826C>A in the FKRP gene presenting as myopathy with vacuoles and paired-helical filaments","Reilich P, Petersen JA, Vielhaber S, Mawrin C, Schneider-Gold C, Sommer C, Reiners K, Deschauer M, Pongratz D, Lochmüller H, Walter MC.","Acta Myol. 2006 Oct;25(2):73-6.","Reilich P","Acta Myol","2006","2008/07/03","","",""
"16503389","Distal myopathy with rimmed vacuoles in a case of opercular syndrome","Toriumi Y, Takusa Y, Uchiyama A, Kimura M, Sejima H, Yamaguchi S, Eda I, Nishino I, Nonaka I.","Brain Dev. 2006 Aug;28(7):458-61. doi: 10.1016/j.braindev.2005.12.005. Epub 2006 Feb 28.","Toriumi Y","Brain Dev","2006","2006/03/01","","","10.1016/j.braindev.2005.12.005"
"27966821","Increased Polysialylation of the Neural Cell Adhesion Molecule in a Transgenic Mouse Model of Sialuria","Kreuzmann D, Horstkorte R, Kohla G, Kannicht C, Bennmann D, Thate A, Bork K.","Chembiochem. 2017 Jul 4;18(13):1188-1193. doi: 10.1002/cbic.201600580. Epub 2017 Jan 16.","Kreuzmann D","Chembiochem","2017","2016/12/15","","","10.1002/cbic.201600580"
"32657081","Erratum to: Progression of GNE Myopathy Based on the Patient-Reported Outcome","Park YE, Kim DS, Choi YC, Shin JH.","J Clin Neurol. 2020 Jul;16(3):518. doi: 10.3988/jcn.2020.16.3.518.","Park YE","J Clin Neurol","2020","2020/07/14","PMC7354969","","10.3988/jcn.2020.16.3.518"
"18653764","Allele-specific silencing of the dominant disease allele in sialuria by RNA interference","Klootwijk RD, Savelkoul PJ, Ciccone C, Manoli I, Caplen NJ, Krasnewich DM, Gahl WA, Huizing M.","FASEB J. 2008 Nov;22(11):3846-52. doi: 10.1096/fj.08-110890. Epub 2008 Jul 24.","Klootwijk RD","FASEB J","2008","2008/07/26","PMC2574030","","10.1096/fj.08-110890"
"18383535","Atypical Parkinsonism in distal myopathy with rimmed vacuoles","Ishihara T, Ozawa T, Igarashi S, Kitsukawa Y, Takagi M, Hirose M, Tokutake T, Tanaka K, Nishizawa M.","Mov Disord. 2008 Apr 30;23(6):912-5. doi: 10.1002/mds.22018.","Ishihara T","Mov Disord","2008","2008/04/03","","","10.1002/mds.22018"
"24601867","Absence of beta-amyloid deposition in the central nervous system of a transgenic mouse model of distal myopathy with rimmed vacuoles","Anada RP, Wong KT, Malicdan MC, Goh KJ, Hayashi Y, Nishino I, Noguchi S.","Amyloid. 2014 Jun;21(2):138-9. doi: 10.3109/13506129.2014.889675. Epub 2014 Mar 7.","Anada RP","Amyloid","2014","2014/03/08","","","10.3109/13506129.2014.889675"
"23287327","Distal myopathy with rimmed vacuoles and inflammation: a genetically proven case","Kannan MA, Challa S, Urtizberea AJ, Krahn M, Jabeen AS, Borgohain R.","Neurol India. 2012 Nov-Dec;60(6):631-4. doi: 10.4103/0028-3886.105199.","Kannan MA","Neurol India","2012","2013/01/05","","","10.4103/0028-3886.105199"
"32756195","A novel application of tau PET in the diagnosis of sporadic inclusion body myositis: A case report","Zhang Y, Li K, Pu C, Dang H, Liu J, Shi Q.","Medicine (Baltimore). 2020 Jul 31;99(31):e21524. doi: 10.1097/MD.0000000000021524.","Zhang Y","Medicine (Baltimore)","2020","2020/08/07","PMC7402895","","10.1097/MD.0000000000021524"
"32033508","Erratum to: Mutation analysis of the GNE gene in Korean patients with distal myopathy with rimmed vacuoles","Kim BJ, Ki CS, Kim JW, Sung DH, Choi YC, Kim SH.","J Hum Genet. 2006 Sep;51(9):840. doi: 10.1007/s10038-006-0047-8.","Kim BJ","J Hum Genet","2006","2020/02/09","","","10.1007/s10038-006-0047-8"
"17549251","Sizing up sialic acid in glomerular disease","Quaggin SE.","J Clin Invest. 2007 Jun;117(6):1480-3. doi: 10.1172/JCI32482.","Quaggin SE","J Clin Invest","2007","2007/06/06","PMC1878540","","10.1172/JCI32482"
